policy_id,regime,seed,days,total_demand,completed_loads,unmet_demand,demand_fulfillment_rate,effective_output,total_tco,total_tco_report_value,pm_cost,cm_cost,downtime_cost,degradation_cost,unmet_demand_cost,pm_count,pm_component_count,pm_tire,pm_engine,pm_brake,cm_count,cm_tire,cm_engine,cm_brake,failure_count,total_downtime_hours,avg_truck_hi,avg_tire_hi,avg_engine_hi,avg_brake_hi,avg_frailty,max_frailty,availability_rate,route_r_a1_loads,route_r_a2_loads,route_r_b1_loads,route_r_b2_loads,route_r_c1_loads,route_r_c2_loads,shovel_a_loads,shovel_b_loads,shovel_c_loads,crusher_1_loads,crusher_2_loads,pm_bay_utilization,max_simultaneous_pm,standby_reserve_activations,avg_selected_route_value,avg_selected_risk_penalty,avg_selected_capacity_score,avg_selected_queue_penalty
H0,high_stress,101,90,18900,18899,1,0.999947,5434380.0,10472.924692,10472924.692,3060.0,703.3,6503.9,203.724692,2.0,360,1080,360,360,360,64,56,7,1,64,5003,0.747551,0.788443,0.855077,0.872116,0.94495,1.789128,0.715167,4158,4152,4131,2224,2202,2032,8310,6355,4234,10491,8408,0.916667,2,0,0.652928,1.12252,47.794073,0.319183
H0,high_stress,102,90,18900,18895,5,0.999735,5431755.0,11043.990109,11043990.109,3060.0,941.2,6823.7,209.090109,10.0,360,1080,360,360,360,83,62,13,8,83,5249,0.714463,0.824387,0.839355,0.86284,0.943556,1.737806,0.710944,4145,4129,4134,2246,2190,2051,8274,6380,4241,10469,8426,0.916667,2,0,0.652902,1.155059,47.842133,0.31849
H0,high_stress,103,90,18900,18899,1,0.999947,5432700.0,11493.826575,11493826.575,3060.0,1151.8,7048.6,231.426575,2.0,360,1080,360,360,360,97,68,27,2,97,5422,0.662108,0.734242,0.780829,0.888199,0.997821,1.916314,0.707963,4139,4124,4145,2256,2202,2033,8263,6401,4235,10486,8413,0.916667,2,0,0.652994,1.3902,47.817311,0.318885
H0,high_stress,104,90,18900,18900,0,1.0,5434275.0,10503.130539,10503130.539,3060.0,720.2,6511.7,211.230539,0.0,360,1080,360,360,360,68,64,2,2,68,5009,0.690584,0.734835,0.850337,0.87962,0.957645,1.907839,0.715111,4158,4135,4141,2238,2196,2032,8293,6379,4228,10495,8405,0.916667,2,0,0.652984,1.221755,47.800453,0.3192
H0,high_stress,105,90,18900,18898,2,0.999894,5433190.0,10746.187714,10746187.714,3060.0,828.1,6640.4,213.687714,4.0,360,1080,360,360,360,72,56,15,1,72,5108,0.732006,0.791062,0.813472,0.873756,1.00073,1.848704,0.713315,4146,4135,4147,2239,2196,2035,8281,6386,4231,10489,8409,0.916667,2,0,0.652975,1.216142,47.830785,0.318766
H0,high_stress,106,90,18900,18899,1,0.999947,5435290.0,10231.004103,10231004.103,3060.0,594.1,6366.1,208.804103,2.0,360,1080,360,360,360,50,35,14,1,50,4897,0.723606,0.80855,0.759061,0.866974,0.994688,1.747836,0.716852,4154,4154,4146,2239,2187,2019,8308,6385,4206,10487,8412,0.916667,2,0,0.652925,1.212447,47.777666,0.319454
H0,high_stress,107,90,18900,18898,2,0.999894,5433260.0,11185.047235,11185047.235,3060.0,1012.7,6891.3,217.047235,4.0,360,1080,360,360,360,92,76,9,7,92,5301,0.729453,0.768835,0.848613,0.877313,0.972834,1.946739,0.71013,4158,4135,4132,2232,2204,2037,8293,6364,4241,10494,8404,0.916667,2,0,0.653012,1.296018,47.823855,0.318921
H0,high_stress,108,90,18900,18898,2,0.999894,5430600.0,12081.687849,12081687.849,3060.0,1400.1,7377.5,240.087849,4.0,360,1080,360,360,360,123,93,21,9,123,5675,0.707149,0.770957,0.82106,0.859329,1.054453,2.116225,0.703759,4121,4115,4148,2254,2226,2034,8236,6402,4260,10495,8403,0.916667,2,0,0.653147,1.413641,47.857932,0.318261
H0,high_stress,109,90,18900,18900,0,1.0,5434275.0,10010.480799,10010480.799,3060.0,504.4,6245.2,200.880799,0.0,360,1080,360,360,360,48,47,1,0,48,4804,0.733175,0.741214,0.88425,0.910074,0.947255,1.608784,0.718556,4155,4140,4146,2229,2199,2031,8295,6375,4230,10500,8400,0.916667,2,0,0.653042,1.171487,47.789951,0.319357
H0,high_stress,110,90,18900,18897,3,0.999841,5432455.0,12342.816247,12342816.247,3060.0,1497.6,7537.4,241.816247,6.0,360,1080,360,360,360,125,81,36,8,125,5798,0.648488,0.692987,0.784008,0.876187,1.097465,2.06887,0.701556,4129,4144,4137,2251,2200,2036,8273,6388,4236,10466,8431,0.916667,2,0,0.652944,1.465476,47.847703,0.318417
H_TIME,high_stress,101,90,18900,18899,1,0.999947,5434100.0,9839.557344,9839557.344,3026.0,475.8,6132.1,203.657344,2.0,356,1068,356,356,356,45,42,1,2,45,4717,0.724149,0.780865,0.867755,0.890299,0.94495,1.789128,0.720019,4161,4143,4156,2203,2193,2043,8304,6359,4236,10510,8389,0.903704,2,0,0.653036,1.308083,47.786318,0.31948
H_TIME,high_stress,102,90,18900,18899,1,0.999947,5432945.0,10304.846955,10304846.955,3026.0,677.3,6390.8,208.746955,2.0,356,1068,356,356,356,63,55,3,5,63,4916,0.657377,0.788363,0.803695,0.84546,0.943556,1.737806,0.716667,4146,4135,4152,2220,2200,2046,8281,6372,4246,10498,8401,0.903704,2,0,0.65298,1.275971,47.824808,0.318767
H_TIME,high_stress,103,90,18900,18898,2,0.999894,5432455.0,11113.614532,11113614.532,3026.0,1017.9,6834.1,231.614532,4.0,356,1068,356,356,356,90,72,15,3,90,5257,0.661167,0.752265,0.742677,0.882243,0.997821,1.916314,0.71087,4140,4132,4152,2231,2211,2032,8272,6383,4243,10503,8395,0.903704,2,0,0.653029,1.530632,47.824731,0.318639
H_TIME,high_stress,104,90,18900,18900,0,1.0,5434240.0,10366.565209,10366565.209,3026.0,704.6,6424.6,211.365209,0.0,356,1068,356,356,356,66,61,3,2,66,4942,0.657574,0.737429,0.860346,0.859064,0.957645,1.907839,0.716259,4154,4149,4149,2209,2210,2029,8303,6358,4239,10513,8387,0.903704,2,0,0.653089,1.407146,47.785564,0.319335
H_TIME,high_stress,105,90,18900,18900,0,1.0,5433295.0,10324.343392,10324343.392,3026.0,678.6,6406.4,213.343392,0.0,356,1068,356,356,356,58,42,14,2,58,4928,0.664071,0.726746,0.778808,0.881989,1.00073,1.848704,0.71637,4141,4137,4166,2215,2198,2043,8278,6381,4241,10505,8395,0.903704,2,0,0.653062,1.373461,47.826247,0.318883
H_TIME,high_stress,106,90,18900,18900,0,1.0,5434660.0,9534.359546,9534359.546,3026.0,338.0,5961.8,208.559546,0.0,356,1068,356,356,356,31,28,3,0,31,4586,0.667506,0.802042,0.712324,0.871285,0.994688,1.747836,0.722204,4147,4159,4160,2204,2192,2038,8306,6364,4230,10499,8401,0.903704,2,0,0.653019,1.36451,47.782526,0.319408
H_TIME,high_stress,107,90,18900,18899,1,0.999947,5432805.0,10853.878152,10853878.152,3026.0,915.2,6693.7,216.978152,2.0,356,1068,356,356,356,84,73,7,4,84,5149,0.653376,0.733884,0.810916,0.844312,0.972834,1.946739,0.712741,4146,4136,4148,2218,2211,2040,8282,6366,4251,10505,8394,0.903704,2,0,0.653061,1.435277,47.841384,0.318537
H_TIME,high_stress,108,90,18900,18900,0,1.0,5430635.0,11924.321927,11924321.927,3026.0,1374.1,7283.9,240.321927,0.0,356,1068,356,356,356,122,95,18,9,122,5603,0.641877,0.737934,0.770006,0.864267,1.054453,2.116225,0.705037,4107,4128,4149,2242,2233,2041,8235,6391,4274,10489,8411,0.903704,2,0,0.653126,1.526821,47.902581,0.31739
H_TIME,high_stress,109,90,18900,18899,1,0.999947,5433540.0,9793.912029,9793912.029,3026.0,457.6,6107.4,200.912029,2.0,356,1068,356,356,356,44,44,0,0,44,4698,0.690659,0.722036,0.868053,0.925581,0.947255,1.608784,0.72037,4146,4155,4138,2211,2215,2034,8301,6349,4249,10499,8400,0.903704,2,0,0.653056,1.291243,47.814074,0.318775
H_TIME,high_stress,110,90,18900,18898,2,0.999894,5431335.0,11773.619243,11773619.243,3026.0,1300.0,7202.0,241.619243,4.0,356,1068,356,356,356,111,77,26,8,111,5540,0.59693,0.744923,0.71309,0.816809,1.097465,2.06887,0.706,4122,4143,4152,2213,2225,2043,8265,6365,4268,10499,8399,0.903704,2,0,0.653128,1.632199,47.862434,0.318077
H1,high_stress,101,90,18900,18900,0,1.0,4826360.0,5662.694507,5662694.507,1936.0,0.0,3560.7,165.994507,0.0,700,700,273,215,212,0,0,0,0,0,2739,0.473093,0.517041,0.545724,0.534867,0.94495,1.789128,0.762204,16,0,3377,2187,5940,7380,16,5564,13320,9333,9567,0.472454,2,0,0.676134,1.622679,41.621481,0.415458
H1,high_stress,102,90,18900,18900,0,1.0,4826360.0,5793.282184,5793282.184,1975.5,0.0,3647.8,169.982184,0.0,714,718,278,213,227,0,0,0,0,0,2806,0.45628,0.484359,0.53573,0.545915,0.943556,1.737806,0.761259,16,0,3399,2165,5940,7380,16,5564,13320,9355,9545,0.484259,2,0,0.676228,1.623232,41.583598,0.416092
H1,high_stress,103,90,18900,18900,0,1.0,4826430.0,6287.054364,6287054.364,2162.5,0.0,3942.9,181.654364,0.0,772,775,315,255,205,0,0,0,0,0,3033,0.466514,0.509162,0.543223,0.532777,0.997821,1.916314,0.758093,18,0,3591,1971,5940,7380,18,5562,13320,9549,9351,0.523843,2,0,0.677048,1.644957,41.207831,0.422279
H1,high_stress,104,90,18900,18900,0,1.0,4826465.0,5933.091336,5933091.336,2031.0,0.0,3729.7,172.391336,0.0,730,733,290,229,214,0,0,0,0,0,2869,0.478785,0.53349,0.548152,0.5418,0.957645,1.907839,0.76037,19,0,3468,2093,5940,7380,19,5561,13320,9427,9473,0.49537,2,0,0.676529,1.630604,41.478519,0.417838
H1,high_stress,105,90,18900,18900,0,1.0,4826290.0,6153.714421,6153714.421,2119.5,0.0,3857.1,177.114421,0.0,747,751,296,260,195,0,0,0,0,0,2967,0.466361,0.501426,0.547784,0.554139,1.00073,1.848704,0.758889,14,0,3664,1902,5940,7380,14,5566,13320,9618,9282,0.513889,2,0,0.677348,1.643513,41.122011,0.423796
H1,high_stress,106,90,18900,18900,0,1.0,4826080.0,6248.013478,6248013.478,2151.5,0.0,3916.9,179.613478,0.0,760,764,300,261,203,0,0,0,0,0,3013,0.45809,0.503884,0.542788,0.566814,0.994688,1.747836,0.758241,8,0,3508,2064,5940,7380,8,5572,13320,9456,9444,0.521991,2,0,0.676669,1.648957,41.493122,0.417747
H1,high_stress,107,90,18900,18900,0,1.0,4826290.0,5865.84135,5865841.35,2005.5,0.0,3688.1,172.24135,0.0,734,738,327,216,195,0,0,0,0,0,2837,0.462868,0.476189,0.537642,0.57123,0.972834,1.946739,0.761019,14,0,3660,1906,5940,7380,14,5566,13320,9614,9286,0.487269,2,0,0.677331,1.627821,41.086984,0.424323
H1,high_stress,108,90,18900,18900,0,1.0,4826325.0,6461.287453,6461287.453,2210.0,0.0,4063.8,187.487453,0.0,799,808,337,239,232,0,0,0,0,0,3126,0.44814,0.462366,0.566019,0.531174,1.054453,2.116225,0.75687,15,0,3433,2132,5940,7380,15,5565,13320,9388,9512,0.53912,2,0,0.676369,1.653649,41.440476,0.418373
H1,high_stress,109,90,18900,18900,0,1.0,4826360.0,5772.600769,5772600.769,1972.0,0.0,3630.9,169.700769,0.0,720,723,301,210,212,0,0,0,0,0,2793,0.450001,0.47231,0.543627,0.574521,0.947255,1.608784,0.761574,16,0,3608,1956,5940,7380,16,5564,13320,9564,9336,0.480324,2,0,0.677115,1.629727,41.261058,0.421527
H1,high_stress,110,90,18900,18900,0,1.0,4826185.0,6976.437254,6976437.254,2399.0,0.0,4378.4,199.037254,0.0,849,860,348,282,230,0,0,0,0,0,3368,0.46627,0.510082,0.539414,0.545229,1.097465,2.06887,0.753333,11,0,3459,2110,5940,7380,11,5569,13320,9410,9490,0.583333,2,0,0.676469,1.671523,41.580476,0.416295
H2,high_stress,101,90,18900,18900,0,1.0,4827620.0,5673.60058,5673600.58,1939.5,0.0,3567.2,166.90058,0.0,699,701,271,215,215,0,0,0,0,0,2744,0.457234,0.497513,0.539154,0.518162,0.94495,1.789128,0.762093,26,0,5580,0,5940,7354,26,5580,13294,11546,7354,0.473843,2,0,0.685489,1.673703,36.077354,0.505999
H2,high_stress,102,90,18900,18900,0,1.0,4828110.0,5761.871779,5761871.779,1964.0,0.0,3628.3,169.571779,0.0,712,714,272,210,232,0,0,0,0,0,2791,0.452778,0.490706,0.541151,0.512758,0.943556,1.737806,0.761481,33,0,5580,0,5940,7347,33,5580,13287,11553,7347,0.481481,2,0,0.6855,1.672606,36.076984,0.506042
H2,high_stress,103,90,18900,18900,0,1.0,4827060.0,6277.00331,6277003.31,2156.0,0.0,3939.0,182.00331,0.0,769,776,318,250,208,0,0,0,0,0,3030,0.450867,0.504665,0.535028,0.521188,0.997821,1.916314,0.758093,18,0,5580,0,5940,7362,18,5580,13302,11538,7362,0.523843,2,0,0.685476,1.69864,36.071429,0.506048
H2,high_stress,104,90,18900,18900,0,1.0,4827270.0,5878.894534,5878894.534,2015.0,0.0,3692.0,171.894534,0.0,721,727,286,227,214,0,0,0,0,0,2840,0.46004,0.475831,0.558316,0.53075,0.957645,1.907839,0.760722,21,0,5580,0,5940,7359,21,5580,13299,11541,7359,0.490972,2,0,0.68548,1.682193,36.074444,0.506017
H2,high_stress,105,90,18900,18900,0,1.0,4827620.0,6154.172345,6154172.345,2122.5,0.0,3853.2,178.472345,0.0,741,750,291,262,197,0,0,0,0,0,2964,0.436587,0.460604,0.528687,0.524757,1.00073,1.848704,0.758815,26,0,5580,0,5940,7354,26,5580,13294,11546,7354,0.514815,2,0,0.685489,1.69192,36.077354,0.505999
H2,high_stress,106,90,18900,18900,0,1.0,4827480.0,6234.873151,6234873.151,2147.0,0.0,3907.8,180.073151,0.0,756,763,301,260,202,0,0,0,0,0,3006,0.459613,0.494086,0.549171,0.517491,0.994688,1.747836,0.758296,24,0,5580,0,5940,7356,24,5580,13296,11544,7356,0.521296,2,0,0.685485,1.700242,36.078942,0.505963
H2,high_stress,107,90,18900,18900,0,1.0,4827340.0,5811.808166,5811808.166,1989.0,0.0,3651.7,171.108166,0.0,728,730,323,217,190,0,0,0,0,0,2809,0.463251,0.493266,0.54071,0.527787,0.972834,1.946739,0.761426,22,0,5580,0,5940,7358,22,5580,13298,11542,7358,0.482176,2,0,0.685482,1.680169,36.075238,0.50601
H2,high_stress,108,90,18900,18900,0,1.0,4827270.0,6475.403366,6475403.366,2211.5,0.0,4075.5,188.403366,0.0,801,812,348,237,227,0,0,0,0,0,3135,0.460514,0.504932,0.539271,0.496637,1.054453,2.116225,0.756778,21,0,5580,0,5940,7359,21,5580,13299,11541,7359,0.540278,2,0,0.68548,1.702024,36.074444,0.506017
H2,high_stress,109,90,18900,18900,0,1.0,4827270.0,5781.442664,5781442.664,1974.5,0.0,3636.1,170.842664,0.0,720,725,303,209,213,0,0,0,0,0,2797,0.455402,0.483356,0.539166,0.516472,0.947255,1.608784,0.7615,21,0,5580,0,5940,7359,21,5580,13299,11541,7359,0.48125,2,0,0.68548,1.678695,36.074444,0.506017
H2,high_stress,110,90,18900,18900,0,1.0,4826780.0,6956.379687,6956379.687,2389.5,0.0,4366.7,200.179687,0.0,850,859,347,277,235,0,0,0,0,0,3359,0.430457,0.448995,0.522133,0.521347,1.097465,2.06887,0.7535,14,0,5580,0,5940,7366,14,5580,13306,11534,7366,0.58125,2,0,0.685469,1.716777,36.065926,0.506113
H3,high_stress,101,90,18900,18900,0,1.0,5191200.0,6921.953316,6921953.316,2378.5,0.0,4355.0,188.453316,0.0,836,870,367,258,245,0,0,0,0,0,3350,0.726592,0.785274,0.761094,0.773592,0.94495,1.789128,0.753407,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.582407,2,0,0.693816,1.809096,36.033333,0.534727
H3,high_stress,102,90,18900,18900,0,1.0,5191200.0,7061.920517,7061920.517,2427.5,0.0,4443.4,191.020517,0.0,844,877,349,273,255,0,0,0,0,0,3418,0.7364,0.778905,0.771163,0.764328,0.943556,1.737806,0.752315,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.596065,2,0,0.693816,1.818156,36.033333,0.534727
H3,high_stress,103,90,18900,18900,0,1.0,5191200.0,8036.795567,8036795.567,2786.5,0.0,5034.9,215.395567,0.0,905,991,405,341,245,0,0,0,0,0,3873,0.731375,0.774861,0.761671,0.756683,0.997821,1.916314,0.745,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.6875,2,0,0.693816,1.87292,36.033333,0.534727
H3,high_stress,104,90,18900,18900,0,1.0,5191200.0,7258.944323,7258944.323,2489.5,0.0,4570.8,198.644323,0.0,885,924,409,256,259,0,0,0,0,0,3516,0.720941,0.779172,0.759352,0.755599,0.957645,1.907839,0.751241,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.609491,2,0,0.693816,1.820682,36.033333,0.534727
H3,high_stress,105,90,18900,18900,0,1.0,5191200.0,7348.166306,7348166.306,2536.0,0.0,4613.7,198.466306,0.0,869,915,379,292,244,0,0,0,0,0,3549,0.731336,0.797862,0.747564,0.783609,1.00073,1.848704,0.750333,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.620833,2,0,0.693816,1.824835,36.033333,0.534727
H3,high_stress,106,90,18900,18900,0,1.0,5191200.0,7202.936969,7202936.969,2496.5,0.0,4513.6,192.836969,0.0,840,878,336,313,229,0,0,0,0,0,3472,0.732579,0.780512,0.760243,0.780785,0.994688,1.747836,0.751222,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.609722,2,0,0.693816,1.813999,36.033333,0.534727
H3,high_stress,107,90,18900,18900,0,1.0,5191200.0,7346.424201,7346424.201,2522.0,0.0,4624.1,200.324201,0.0,883,931,418,269,244,0,0,0,0,0,3557,0.727561,0.763357,0.757858,0.761779,0.972834,1.946739,0.750444,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.619444,2,0,0.693816,1.827989,36.033333,0.534727
H3,high_stress,108,90,18900,18900,0,1.0,5191200.0,8256.50069,8256500.69,2853.5,0.0,5179.2,223.80069,0.0,924,1038,440,319,279,0,0,0,0,0,3984,0.719228,0.746794,0.742604,0.777487,1.054453,2.116225,0.743296,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.708796,2,0,0.693816,1.897357,36.033333,0.534727
H3,high_stress,109,90,18900,18900,0,1.0,5191200.0,6893.733643,6893733.643,2365.0,0.0,4339.4,189.333643,0.0,833,880,399,243,238,0,0,0,0,0,3338,0.728794,0.797441,0.746859,0.759077,0.947255,1.608784,0.753574,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.580324,2,0,0.693816,1.80854,36.033333,0.534727
H3,high_stress,110,90,18900,18900,0,1.0,5191200.0,8347.526328,8347526.328,2899.5,0.0,5223.4,224.626328,0.0,911,1037,436,350,251,0,0,0,0,0,4018,0.715385,0.758533,0.740488,0.772816,1.097465,2.06887,0.742426,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.719676,2,0,0.693816,1.91301,36.033333,0.534727
H4,high_stress,101,90,18900,18900,0,1.0,5254200.0,7132.342696,7132342.696,2455.0,0.0,4483.7,193.642696,0.0,864,896,386,272,238,0,0,0,0,0,3449,0.740279,0.762308,0.774931,0.775989,0.94495,1.789128,0.752093,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.598843,2,0,0.648189,1.838538,52.314286,0.243593
H4,high_stress,102,90,18900,18900,0,1.0,5254200.0,7266.137845,7266137.845,2505.5,0.0,4564.3,196.337845,0.0,849,903,368,288,247,0,0,0,0,0,3511,0.737248,0.767599,0.773821,0.765383,0.943556,1.737806,0.750685,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.616435,2,0,0.648189,1.849617,52.314286,0.243593
H4,high_stress,103,90,18900,18900,0,1.0,5254200.0,8272.00015,8272000.15,2885.0,0.0,5164.9,222.10015,0.0,893,1024,427,359,238,0,0,0,0,0,3973,0.724009,0.762954,0.762728,0.76489,0.997821,1.916314,0.742926,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.713426,2,0,0.648189,1.941945,52.314286,0.243593
H4,high_stress,104,90,18900,18900,0,1.0,5254200.0,7481.120154,7481120.154,2570.0,0.0,4707.3,203.820154,0.0,888,953,432,269,252,0,0,0,0,0,3621,0.736901,0.798206,0.763497,0.767489,0.957645,1.907839,0.74937,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.63287,2,0,0.648189,1.863889,52.314286,0.243593
H4,high_stress,105,90,18900,18900,0,1.0,5254200.0,7555.071888,7555071.888,2610.0,0.0,4741.1,203.971888,0.0,893,939,396,307,236,0,0,0,0,0,3647,0.71677,0.75263,0.748702,0.77908,1.00073,1.848704,0.748963,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.637963,2,0,0.648189,1.865561,52.314286,0.243593
H4,high_stress,106,90,18900,18900,0,1.0,5254200.0,7446.075868,7446075.868,2589.5,0.0,4657.9,198.675868,0.0,850,908,354,331,223,0,0,0,0,0,3583,0.743849,0.770403,0.773603,0.796135,0.994688,1.747836,0.749352,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.633102,2,0,0.648189,1.865416,52.314286,0.243593
H4,high_stress,107,90,18900,18900,0,1.0,5254200.0,7580.587523,7580587.523,2612.5,0.0,4761.9,206.187523,0.0,893,963,442,284,237,0,0,0,0,0,3663,0.72414,0.779037,0.765199,0.770036,0.972834,1.946739,0.748667,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.641667,2,0,0.648189,1.873395,52.314286,0.243593
H4,high_stress,108,90,18900,18900,0,1.0,5254200.0,8485.125045,8485125.045,2951.0,0.0,5304.0,230.125045,0.0,873,1072,466,336,270,0,0,0,0,0,4080,0.725722,0.775442,0.752322,0.768367,1.054453,2.116225,0.740574,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.742824,2,0,0.648189,1.971352,52.314286,0.243593
H4,high_stress,109,90,18900,18900,0,1.0,5254200.0,7101.322557,7101322.557,2439.0,0.0,4468.1,194.222557,0.0,856,905,418,257,230,0,0,0,0,0,3437,0.726075,0.77342,0.768864,0.757495,0.947255,1.608784,0.752167,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.597917,2,0,0.648189,1.851133,52.314286,0.243593
H4,high_stress,110,90,18900,18900,0,1.0,5254025.0,8620.613488,8620613.488,2978.5,42.9,5367.7,231.513488,0.0,816,1061,452,368,241,4,3,0,1,4,4129,0.706382,0.73133,0.743234,0.751347,1.097465,2.06887,0.738685,2429,3239,2430,4049,2704,4049,5668,6479,6753,7563,11337,0.757407,2,0,0.648208,2.008789,52.313532,0.243622
H0,high_demand_high_stress,101,90,21690,21690,0,1.0,6143305.0,10854.965475,10854965.475,3060.0,867.1,6704.1,223.765475,0.0,360,1080,360,360,360,77,62,12,3,77,5157,0.642291,0.691604,0.8092,0.822831,0.94495,1.789128,0.712519,4077,3883,3883,3890,3853,2104,7960,7773,5957,11813,9877,0.916667,2,0,0.656714,1.271211,46.979509,0.331318
H0,high_demand_high_stress,102,90,21690,21690,0,1.0,6142360.0,11563.112015,11563112.015,3060.0,1158.3,7112.3,232.512015,0.0,360,1080,360,360,360,103,75,13,15,103,5471,0.614997,0.723133,0.769725,0.802027,0.943556,1.737806,0.707222,4063,3880,3881,3899,3862,2105,7943,7780,5967,11806,9884,0.916667,2,0,0.656723,1.345641,46.988253,0.331056
H0,high_demand_high_stress,103,90,21690,21690,0,1.0,6142430.0,12475.525838,12475525.838,3060.0,1550.9,7611.5,253.125838,0.0,360,1080,360,360,360,130,88,37,5,130,5855,0.59008,0.687281,0.724738,0.823172,0.997821,1.916314,0.700611,4072,3877,3878,3892,3869,2102,7949,7770,5971,11819,9871,0.916667,2,0,0.656786,1.475157,46.953162,0.331695
H0,high_demand_high_stress,104,90,21690,21690,0,1.0,6142955.0,11245.816014,11245816.014,3060.0,1028.3,6925.1,232.416014,0.0,360,1080,360,360,360,94,79,8,7,94,5327,0.63095,0.70672,0.775619,0.792164,0.957645,1.907839,0.709722,4072,3881,3880,3897,3863,2097,7953,7777,5960,11815,9875,0.916667,2,0,0.656776,1.385507,46.981592,0.331289
H0,high_demand_high_stress,105,90,21690,21690,0,1.0,6142955.0,11958.406652,11958406.652,3060.0,1331.2,7324.2,243.006652,0.0,360,1080,360,360,360,112,77,31,4,112,5634,0.620984,0.719289,0.721839,0.823416,1.00073,1.848704,0.704352,4066,3881,3891,3898,3860,2094,7947,7789,5954,11817,9873,0.916667,2,0,0.656789,1.38878,46.962481,0.331567
H0,high_demand_high_stress,106,90,21690,21690,0,1.0,6143585.0,10914.613859,10914613.859,3060.0,894.4,6727.5,232.713859,0.0,360,1080,360,360,360,72,41,27,4,72,5175,0.645036,0.713702,0.729562,0.83198,0.994688,1.747836,0.712074,4074,3882,3885,3904,3849,2096,7956,7789,5945,11808,9882,0.916667,2,0,0.656742,1.481097,46.97004,0.331389
H0,high_demand_high_stress,107,90,21690,21690,0,1.0,6143445.0,12039.649106,12039649.106,3060.0,1374.1,7363.2,242.349106,0.0,360,1080,360,360,360,123,95,15,13,123,5664,0.59389,0.662747,0.775604,0.809229,0.972834,1.946739,0.703981,4087,3879,3874,3891,3884,2075,7966,7765,5959,11845,9845,0.916667,2,0,0.65685,1.458124,46.939666,0.331987
H0,high_demand_high_stress,108,90,21690,21690,0,1.0,6141170.0,13370.851362,13370851.362,3060.0,1933.1,8113.3,264.451362,0.0,360,1080,360,360,360,167,115,33,19,167,6241,0.551637,0.650788,0.715144,0.796921,1.054453,2.116225,0.69413,4042,3874,3895,3905,3886,2088,7916,7800,5974,11823,9867,0.916667,2,0,0.656853,1.562946,46.959235,0.331555
H0,high_demand_high_stress,109,90,21690,21690,0,1.0,6142710.0,10745.154479,10745154.479,3060.0,822.9,6639.1,223.154479,0.0,360,1080,360,360,360,77,72,4,1,77,5107,0.650502,0.732531,0.785418,0.828351,0.947255,1.608784,0.713463,4061,3882,3887,3903,3863,2094,7943,7790,5957,11811,9879,0.916667,2,0,0.656816,1.366247,46.972389,0.331408
H0,high_demand_high_stress,110,90,21690,21690,0,1.0,6143515.0,13341.427499,13341427.499,3060.0,1924.0,8091.2,266.227499,0.0,360,1080,360,360,360,161,104,45,12,161,6224,0.556677,0.684046,0.675958,0.829242,1.097465,2.06887,0.694333,4065,3907,3873,3882,3869,2094,7972,7755,5963,11807,9883,0.916667,2,0,0.656739,1.54082,46.967231,0.331453
H_TIME,high_demand_high_stress,101,90,21690,21690,0,1.0,6142745.0,10373.62978,10373629.78,3026.0,716.3,6407.7,223.62978,0.0,356,1068,356,356,356,67,61,3,3,67,4929,0.587618,0.725566,0.744859,0.771505,0.94495,1.789128,0.716463,4073,3880,3891,3880,3860,2106,7953,7771,5966,11824,9866,0.902778,2,0,0.656796,1.49388,46.991956,0.331203
H_TIME,high_demand_high_stress,102,90,21690,21690,0,1.0,6141870.0,11101.34565,11101345.65,3026.0,1024.4,6818.5,232.44565,0.0,356,1068,356,356,356,94,73,5,16,94,5245,0.606499,0.734495,0.701515,0.823827,0.943556,1.737806,0.711111,4072,3868,3898,3874,3867,2111,7940,7772,5978,11837,9853,0.902778,2,0,0.656828,1.559176,46.997016,0.33119
H_TIME,high_demand_high_stress,103,90,21690,21690,0,1.0,6142010.0,12168.41916,12168419.16,3026.0,1467.7,7421.7,253.01916,0.0,356,1068,356,356,356,128,92,23,13,128,5709,0.546458,0.721843,0.642817,0.810571,0.997821,1.916314,0.703185,4064,3884,3890,3870,3875,2107,7948,7760,5982,11829,9861,0.902778,2,0,0.656836,1.650329,46.983546,0.331262
