policy_id,regime,seed,days,total_demand,completed_loads,unmet_demand,demand_fulfillment_rate,effective_output,total_tco,total_tco_report_value,pm_cost,cm_cost,downtime_cost,degradation_cost,unmet_demand_cost,pm_count,pm_component_count,pm_tire,pm_engine,pm_brake,cm_count,cm_tire,cm_engine,cm_brake,failure_count,total_downtime_hours,avg_truck_hi,avg_tire_hi,avg_engine_hi,avg_brake_hi,avg_frailty,max_frailty,availability_rate,route_r_a1_loads,route_r_a2_loads,route_r_b1_loads,route_r_b2_loads,route_r_c1_loads,route_r_c2_loads,shovel_a_loads,shovel_b_loads,shovel_c_loads,crusher_1_loads,crusher_2_loads,pm_bay_utilization,max_simultaneous_pm,standby_reserve_activations,avg_selected_route_value,avg_selected_risk_penalty,avg_selected_capacity_score,avg_selected_queue_penalty,shortfall_sensitivity,target_effective_output,effective_output_shortfall,effective_output_shortfall_cost,effective_fulfillment_rate,avg_grade_per_load,total_tco_v1,total_tco_v2,total_tco_v2_report_value
H_TIME,heterogeneous_condition,103,90,18900,18899,1,0.999947,5433925.0,9684.685195,9684685.195,3298.0,480.0,5709.6,195.085195,2.0,388,1164,388,388,388,50,50,0,0,50,4758,0.691556,0.809611,0.814862,0.91372,0.992559,2.718937,0.719963,4144,4150,4159,2215,2198,2033,8294,6374,4231,10501,8398,0.896296,2,0,0.65297,1.120405,47.785107,0.319307,low,5292000.0,0.0,0.0,1.026819,0.821498,9684.685195,9684.685195,9684685.195
H_TIME,heterogeneous_condition,104,90,18900,18900,0,1.0,5434765.0,8834.298707,8834298.707,3298.0,115.2,5253.6,167.498707,0.0,388,1164,388,388,388,12,12,0,0,12,4378,0.735236,0.810918,0.928859,0.894606,0.94391,2.700947,0.726296,4161,4159,4160,2179,2210,2031,8320,6339,4241,10531,8369,0.896296,2,0,0.653148,0.976886,47.745876,0.320024,low,5292000.0,0.0,0.0,1.026978,0.821582,8834.298707,8834.298707,8834298.707
H_TIME,heterogeneous_condition,105,90,18900,18900,0,1.0,5433610.0,9123.397136,9123397.136,3298.0,244.8,5404.8,175.797136,0.0,388,1164,388,388,388,21,12,9,0,21,4504,0.703419,0.837202,0.855409,0.911422,1.020715,2.576161,0.72413,4131,4154,4153,2223,2190,2049,8285,6376,4239,10474,8426,0.896296,2,0,0.652962,0.928894,47.843243,0.318429,low,5292000.0,0.0,0.0,1.026759,0.821407,9123.397136,9123.397136,9123397.136
H_TIME,heterogeneous_condition,106,90,18900,18900,0,1.0,5434520.0,8590.679998,8590679.998,3298.0,9.6,5121.6,161.479998,0.0,388,1164,388,388,388,1,1,0,0,1,4268,0.91003,0.922824,0.947223,0.966939,0.982959,2.36643,0.72813,4154,4153,4164,2194,2194,2041,8307,6358,4235,10512,8388,0.896296,2,0,0.653071,0.477551,47.775462,0.319618,low,5292000.0,0.0,0.0,1.026931,0.821545,8590.679998,8590.679998,8590679.998
H_TIME,heterogeneous_condition,107,90,18900,18900,0,1.0,5433505.0,9500.761458,9500761.458,3298.0,414.0,5613.6,175.161458,0.0,388,1164,388,388,388,43,42,0,1,43,4678,0.711841,0.799022,0.865756,0.940056,0.96149,2.78374,0.721278,4145,4139,4156,2219,2203,2038,8284,6375,4241,10504,8396,0.896296,2,0,0.653035,1.107143,47.821253,0.318853,low,5292000.0,0.0,0.0,1.026739,0.821392,9500.761458,9500.761458,9500761.458
H_TIME,heterogeneous_condition,108,90,18900,18899,1,0.999947,5430530.0,10554.226884,10554226.884,3298.0,864.0,6182.4,207.826884,2.0,388,1164,388,388,388,83,63,12,8,83,5152,0.692311,0.854127,0.841257,0.849987,1.128587,3.150683,0.713278,4110,4124,4157,2240,2234,2034,8234,6397,4268,10501,8398,0.896296,2,0,0.653176,1.068472,47.851544,0.318189,low,5292000.0,0.0,0.0,1.026177,0.820985,10554.226884,10554.226884,10554226.884
H_TIME,heterogeneous_condition,109,90,18900,18900,0,1.0,5434065.0,8581.235284,8581235.284,3298.0,9.6,5121.6,152.035284,0.0,388,1164,388,388,388,1,1,0,0,1,4268,0.927711,0.928546,0.971647,0.967487,0.909119,2.084195,0.72813,4151,4162,4140,2193,2222,2032,8313,6333,4254,10513,8387,0.896296,2,0,0.653116,0.472405,47.791493,0.319165,low,5292000.0,0.0,0.0,1.026845,0.821476,8581.235284,8581.235284,8581235.284
H_TIME,heterogeneous_condition,110,90,18900,18900,0,1.0,5433995.0,10108.415206,10108415.206,3298.0,667.2,5932.8,210.415206,0.0,388,1164,388,388,388,63,47,12,4,63,4944,0.651398,0.767207,0.798609,0.89454,1.167516,3.047173,0.716759,4130,4169,4149,2210,2208,2034,8299,6359,4242,10487,8413,0.896296,2,0,0.652982,1.301713,47.818752,0.3187,low,5292000.0,0.0,0.0,1.026832,0.821466,10108.415206,10108.415206,10108415.206
H1,heterogeneous_condition,101,90,18900,18900,0,1.0,4826430.0,3680.946547,3680946.547,1426.0,0.0,2126.4,128.546547,0.0,530,532,252,148,132,0,0,0,0,0,1772,0.500257,0.529428,0.564286,0.559325,0.937723,2.4518,0.777,18,0,3423,2139,5940,7380,18,5562,13320,9381,9519,0.2875,2,0,0.676335,1.517255,41.496931,0.417453,low,5292000.0,465570.0,1662.55047,0.912024,0.729619,3680.946547,5343.497017,5343497.017
H1,heterogeneous_condition,102,90,18900,18900,0,1.0,4826325.0,3576.347403,3576347.403,1392.0,0.0,2060.4,123.947403,0.0,495,496,221,175,100,0,0,0,0,0,1717,0.469155,0.498333,0.517467,0.576606,0.873249,2.345799,0.77737,15,0,3786,1779,5940,7380,15,5565,13320,9741,9159,0.28287,2,0,0.677868,1.52147,40.982328,0.426219,low,5292000.0,465675.0,1662.925425,0.912004,0.729603,3576.347403,5239.272828,5239272.828
H1,heterogeneous_condition,103,90,18900,18900,0,1.0,4826570.0,4210.888544,4210888.544,1627.0,0.0,2442.0,141.888544,0.0,580,582,244,196,142,0,0,0,0,0,2035,0.473079,0.515254,0.529149,0.543187,0.992559,2.718937,0.773056,22,0,3686,1872,5940,7380,22,5558,13320,9648,9252,0.336806,2,0,0.677463,1.564412,41.134815,0.42361,low,5292000.0,465430.0,1662.05053,0.91205,0.72964,4210.888544,5872.939074,5872939.074
H1,heterogeneous_condition,104,90,18900,18900,0,1.0,4826395.0,3868.586039,3868586.039,1480.0,0.0,2257.2,131.386039,0.0,533,534,208,166,160,0,0,0,0,0,1881,0.477231,0.518947,0.565679,0.543569,0.94391,2.700947,0.775,17,0,3396,2167,5940,7380,17,5563,13320,9353,9547,0.3125,2,0,0.676218,1.546165,41.557249,0.416467,low,5292000.0,465605.0,1662.675455,0.912017,0.729614,3868.586039,5531.261494,5531261.494
H1,heterogeneous_condition,105,90,18900,18900,0,1.0,4826465.0,4248.57614,4248576.14,1639.0,0.0,2468.4,141.17614,0.0,579,580,231,203,146,0,0,0,0,0,2057,0.47362,0.525395,0.564622,0.551265,1.020715,2.576161,0.772611,19,0,3560,2001,5940,7380,19,5561,13320,9519,9381,0.342361,2,0,0.67692,1.558669,41.340635,0.420174,low,5292000.0,465535.0,1662.425485,0.91203,0.729624,4248.57614,5911.001625,5911001.625
H1,heterogeneous_condition,106,90,18900,18900,0,1.0,4826185.0,4121.62835,4121628.35,1588.5,0.0,2395.2,137.92835,0.0,552,557,214,202,141,0,0,0,0,0,1996,0.476464,0.494479,0.545721,0.534416,0.982959,2.36643,0.773222,11,0,3537,2032,5940,7380,11,5569,13320,9488,9412,0.334722,2,0,0.6768,1.568983,41.424921,0.41885,low,5292000.0,465815.0,1663.425365,0.911978,0.729582,4121.62835,5785.053715,5785053.715
H1,heterogeneous_condition,107,90,18900,18900,0,1.0,4826395.0,3809.257481,3809257.481,1478.0,0.0,2199.6,131.657481,0.0,545,546,254,160,132,0,0,0,0,0,1833,0.459783,0.491685,0.561245,0.602771,0.96149,2.78374,0.776111,17,0,3785,1778,5940,7380,17,5563,13320,9742,9158,0.298611,2,0,0.67787,1.532087,40.985132,0.426172,low,5292000.0,465605.0,1662.675455,0.912017,0.729614,3809.257481,5471.932936,5471932.936
H1,heterogeneous_condition,108,90,18900,18900,0,1.0,4826325.0,4717.910119,4717910.119,1797.5,0.0,2764.8,155.610119,0.0,652,652,247,194,211,0,0,0,0,0,2304,0.474011,0.523289,0.532577,0.586148,1.128587,3.150683,0.76937,15,0,3253,2312,5940,7380,15,5565,13320,9208,9692,0.38287,2,0,0.675605,1.570246,41.807725,0.412305,low,5292000.0,465675.0,1662.925425,0.912004,0.729603,4717.910119,6380.835544,6380835.544
H1,heterogeneous_condition,109,90,18900,18900,0,1.0,4826535.0,3470.121738,3470121.738,1331.0,0.0,2016.0,123.121738,0.0,500,500,222,128,150,0,0,0,0,0,1680,0.483417,0.515561,0.543466,0.542295,0.909119,2.084195,0.77813,21,0,3541,2018,5940,7380,21,5559,13320,9502,9398,0.27338,2,0,0.676844,1.530974,41.335079,0.420218,low,5292000.0,465465.0,1662.175515,0.912044,0.729635,3470.121738,5132.297253,5132297.253
H1,heterogeneous_condition,110,90,18900,18900,0,1.0,4826185.0,5163.348668,5163348.668,1995.5,0.0,2998.8,169.048668,0.0,711,712,292,241,179,0,0,0,0,0,2499,0.460375,0.500239,0.525478,0.547919,1.167516,3.047173,0.766852,11,0,3555,2014,5940,7380,11,5569,13320,9506,9394,0.414352,2,0,0.676877,1.593742,41.321217,0.420489,low,5292000.0,465815.0,1663.425365,0.911978,0.729582,5163.348668,6826.774033,6826774.033
H2,heterogeneous_condition,101,90,18900,18900,0,1.0,4828880.0,3678.813268,3678813.268,1423.5,0.0,2126.4,128.913268,0.0,526,527,244,152,131,0,0,0,0,0,1772,0.462418,0.494984,0.552018,0.536605,0.937723,2.4518,0.776926,44,0,5580,0,5940,7336,44,5580,13276,11564,7336,0.288426,2,0,0.685517,1.562978,36.074815,0.506136,low,5292000.0,463120.0,1653.80152,0.912487,0.729989,3678.813268,5332.614788,5332614.788
H2,heterogeneous_condition,102,90,18900,18900,0,1.0,4829160.0,3697.975296,3697975.296,1440.0,0.0,2130.0,127.975296,0.0,513,515,232,179,104,0,0,0,0,0,1775,0.454596,0.464858,0.551471,0.538971,0.873249,2.345799,0.77663,48,0,5580,0,5940,7332,48,5580,13272,11568,7332,0.29213,2,0,0.685524,1.56733,36.068466,0.506257,low,5292000.0,462840.0,1652.80164,0.91254,0.730032,3697.975296,5350.776936,5350776.936
H2,heterogeneous_condition,103,90,18900,18900,0,1.0,4828530.0,4170.763675,4170763.675,1608.0,0.0,2421.6,141.163675,0.0,572,574,236,194,144,0,0,0,0,0,2018,0.454804,0.497653,0.514586,0.528263,0.992559,2.718937,0.773222,39,0,5580,0,5940,7341,39,5580,13281,11559,7341,0.334722,2,0,0.685509,1.614995,36.07254,0.506144,low,5292000.0,463470.0,1655.05137,0.912421,0.729937,4170.763675,5825.815045,5825815.045
H2,heterogeneous_condition,104,90,18900,18900,0,1.0,4829090.0,3819.27035,3819270.35,1457.5,0.0,2230.8,130.97035,0.0,523,525,202,164,159,0,0,0,0,0,1859,0.456279,0.51393,0.532512,0.503686,0.94391,2.700947,0.775259,47,0,5580,0,5940,7333,47,5580,13273,11567,7333,0.309259,2,0,0.685522,1.594795,36.065556,0.506297,low,5292000.0,462910.0,1653.05161,0.912526,0.730021,3819.27035,5472.32196,5472321.96
H2,heterogeneous_condition,105,90,18900,18900,0,1.0,4828880.0,4208.161575,4208161.575,1621.5,0.0,2445.6,141.061575,0.0,572,574,227,200,147,0,0,0,0,0,2038,0.454213,0.483968,0.544062,0.540173,1.020715,2.576161,0.772815,44,0,5580,0,5940,7336,44,5580,13276,11564,7336,0.339815,2,0,0.685517,1.60453,36.070476,0.506204,low,5292000.0,463120.0,1653.80152,0.912487,0.729989,4208.161575,5861.963095,5861963.095
H2,heterogeneous_condition,106,90,18900,18900,0,1.0,4828880.0,4134.42232,4134422.32,1592.5,0.0,2403.6,138.32232,0.0,556,558,214,203,141,0,0,0,0,0,2003,0.470498,0.507733,0.536314,0.525649,0.982959,2.36643,0.773185,44,0,5580,0,5940,7336,44,5580,13276,11564,7336,0.335185,2,0,0.685517,1.61773,36.070476,0.506204,low,5292000.0,463120.0,1653.80152,0.912487,0.729989,4134.42232,5788.22384,5788223.84
H2,heterogeneous_condition,107,90,18900,18900,0,1.0,4828600.0,3651.137699,3651137.699,1417.5,0.0,2104.8,128.837699,0.0,525,526,248,151,127,0,0,0,0,0,1754,0.47124,0.513073,0.5426,0.513792,0.96149,2.78374,0.777204,40,0,5580,0,5940,7340,40,5580,13280,11560,7340,0.284954,2,0,0.685511,1.57657,36.071429,0.506167,low,5292000.0,463400.0,1654.8014,0.912434,0.729947,3651.137699,5305.939099,5305939.099
H2,heterogeneous_condition,108,90,18900,18900,0,1.0,4828670.0,4743.539222,4743539.222,1803.5,0.0,2782.8,157.239222,0.0,652,653,243,195,215,0,0,0,0,0,2319,0.457436,0.509965,0.517259,0.534403,1.128587,3.150683,0.769111,41,0,5580,0,5940,7339,41,5580,13279,11561,7339,0.386111,2,0,0.685513,1.622883,36.070212,0.506192,low,5292000.0,463330.0,1654.55143,0.912447,0.729958,4743.539222,6398.090652,6398090.652
H2,heterogeneous_condition,109,90,18900,18900,0,1.0,4829020.0,3480.806853,3480806.853,1336.0,0.0,2020.8,124.006853,0.0,499,502,222,128,152,0,0,0,0,0,1684,0.462552,0.526826,0.524017,0.527831,0.909119,2.084195,0.778019,46,0,5580,0,5940,7334,46,5580,13274,11566,7334,0.274769,2,0,0.685521,1.579558,36.06254,0.506339,low,5292000.0,462980.0,1653.30158,0.912513,0.730011,3480.806853,5134.108433,5134108.433
H2,heterogeneous_condition,110,90,18900,18900,0,1.0,4828040.0,5134.89217,5134892.17,1985.5,0.0,2982.0,167.39217,0.0,703,709,291,239,179,0,0,0,0,0,2485,0.472718,0.507642,0.579272,0.536791,1.167516,3.047173,0.766963,32,0,5580,0,5940,7348,32,5580,13288,11552,7348,0.412963,2,0,0.685498,1.633972,36.077354,0.506031,low,5292000.0,463960.0,1656.80116,0.912328,0.729862,5134.89217,6791.69333,6791693.33
H3,heterogeneous_condition,101,90,18900,18900,0,1.0,5191200.0,4665.002947,4665002.947,1799.5,0.0,2720.4,145.102947,0.0,651,658,279,196,183,0,0,0,0,0,2267,0.737828,0.785522,0.765985,0.770221,0.937723,2.4518,0.770074,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.374074,2,0,0.693816,1.78192,36.033333,0.534727,low,5292000.0,100800.0,359.9568,0.980952,0.784762,4665.002947,5024.959747,5024959.747
H3,heterogeneous_condition,102,90,18900,18900,0,1.0,5191200.0,4623.560295,4623560.295,1817.0,0.0,2660.4,146.160295,0.0,657,669,332,207,130,0,0,0,0,0,2217,0.734905,0.764543,0.760785,0.776481,0.873249,2.345799,0.771111,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.361111,2,0,0.693816,1.786707,36.033333,0.534727,low,5292000.0,100800.0,359.9568,0.980952,0.784762,4623.560295,4983.517095,4983517.095
H3,heterogeneous_condition,103,90,18900,18900,0,1.0,5191200.0,5957.062617,5957062.617,2317.0,0.0,3459.6,180.462617,0.0,803,820,339,291,190,0,0,0,0,0,2883,0.721423,0.749221,0.767369,0.759316,0.992559,2.718937,0.761444,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.481944,2,0,0.693816,1.841548,36.033333,0.534727,low,5292000.0,100800.0,359.9568,0.980952,0.784762,5957.062617,6317.019417,6317019.417
H3,heterogeneous_condition,104,90,18900,18900,0,1.0,5191200.0,5089.986066,5089986.066,1971.0,0.0,2958.0,160.986066,0.0,725,744,345,189,210,0,0,0,0,0,2465,0.727939,0.772211,0.748347,0.781957,0.94391,2.700947,0.767741,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.403241,2,0,0.693816,1.81029,36.033333,0.534727,low,5292000.0,100800.0,359.9568,0.980952,0.784762,5089.986066,5449.942866,5449942.866
H3,heterogeneous_condition,105,90,18900,18900,0,1.0,5191200.0,5415.33486,5415334.86,2099.5,0.0,3150.0,165.83486,0.0,744,759,322,242,195,0,0,0,0,0,2625,0.740784,0.774168,0.781529,0.782497,1.020715,2.576161,0.765148,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.435648,2,0,0.693816,1.813691,36.033333,0.534727,low,5292000.0,100800.0,359.9568,0.980952,0.784762,5415.33486,5775.29166,5775291.66
H3,heterogeneous_condition,106,90,18900,18900,0,1.0,5191200.0,4908.604903,4908604.903,1896.0,0.0,2864.4,148.204903,0.0,649,658,245,249,164,0,0,0,0,0,2387,0.727054,0.77558,0.754517,0.772335,0.982959,2.36643,0.767796,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.402546,2,0,0.693816,1.814946,36.033333,0.534727,low,5292000.0,100800.0,359.9568,0.980952,0.784762,4908.604903,5268.561703,5268561.703
H3,heterogeneous_condition,107,90,18900,18900,0,1.0,5191200.0,5173.850823,5173850.823,2010.5,0.0,3000.0,163.350823,0.0,736,758,360,197,201,0,0,0,0,0,2500,0.734553,0.769848,0.768247,0.776742,0.96149,2.78374,0.767296,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.408796,2,0,0.693816,1.80464,36.033333,0.534727,low,5292000.0,100800.0,359.9568,0.980952,0.784762,5173.850823,5533.807623,5533807.623
H3,heterogeneous_condition,108,90,18900,18900,0,1.0,5191200.0,6452.597884,6452597.884,2477.0,0.0,3781.2,194.397884,0.0,868,890,342,282,266,0,0,0,0,0,3151,0.738364,0.770705,0.754382,0.784711,1.128587,3.150683,0.757685,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.528935,2,0,0.693816,1.832581,36.033333,0.534727,low,5292000.0,100800.0,359.9568,0.980952,0.784762,6452.597884,6812.554684,6812554.684
H3,heterogeneous_condition,109,90,18900,18900,0,1.0,5191200.0,4631.817192,4631817.192,1798.0,0.0,2685.6,148.217192,0.0,675,683,332,171,180,0,0,0,0,0,2238,0.727998,0.765314,0.756761,0.768077,0.909119,2.084195,0.771056,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.361806,2,0,0.693816,1.796778,36.033333,0.534727,low,5292000.0,100800.0,359.9568,0.980952,0.784762,4631.817192,4991.773992,4991773.992
H3,heterogeneous_condition,110,90,18900,18900,0,1.0,5191200.0,6421.138732,6421138.732,2509.0,0.0,3717.6,194.538732,0.0,858,893,389,314,190,0,0,0,0,0,3098,0.720484,0.785748,0.743533,0.773584,1.167516,3.047173,0.7585,5220,0,5580,0,5940,2160,5220,5580,8100,16740,2160,0.51875,2,0,0.693816,1.849792,36.033333,0.534727,low,5292000.0,100800.0,359.9568,0.980952,0.784762,6421.138732,6781.095532,6781095.532
H4,heterogeneous_condition,101,90,18900,18900,0,1.0,5254200.0,4801.762282,4801762.282,1861.5,0.0,2791.2,149.062282,0.0,660,680,295,206,179,0,0,0,0,0,2326,0.750665,0.788265,0.771995,0.786633,0.937723,2.4518,0.769111,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.386111,2,0,0.648189,1.743885,52.314286,0.243593,low,5292000.0,37800.0,134.9838,0.992857,0.794286,4801.762282,4936.746082,4936746.082
H4,heterogeneous_condition,102,90,18900,18900,0,1.0,5254200.0,4792.161615,4792161.615,1890.5,0.0,2750.4,151.261615,0.0,679,696,353,218,125,0,0,0,0,0,2292,0.741651,0.781789,0.762057,0.771326,0.873249,2.345799,0.77013,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.37338,2,0,0.648189,1.750909,52.314286,0.243593,low,5292000.0,37800.0,134.9838,0.992857,0.794286,4792.161615,4927.145415,4927145.415
H4,heterogeneous_condition,103,90,18900,18900,0,1.0,5254200.0,6170.840806,6170840.806,2408.5,0.0,3576.0,186.340806,0.0,822,851,359,307,185,0,0,0,0,0,2980,0.719785,0.756054,0.772774,0.773869,0.992559,2.718937,0.76,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.5,2,0,0.648189,1.807673,52.314286,0.243593,low,5292000.0,37800.0,134.9838,0.992857,0.794286,6170.840806,6305.824606,6305824.606
H4,heterogeneous_condition,104,90,18900,18900,0,1.0,5254200.0,5230.518704,5230518.704,2029.5,0.0,3036.0,165.018704,0.0,754,765,363,199,203,0,0,0,0,0,2530,0.73156,0.77091,0.755041,0.777273,0.94391,2.700947,0.767093,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.411343,2,0,0.648189,1.774984,52.314286,0.243593,low,5292000.0,37800.0,134.9838,0.992857,0.794286,5230.518704,5365.502504,5365502.504
H4,heterogeneous_condition,105,90,18900,18900,0,1.0,5254200.0,5578.668509,5578668.509,2170.5,0.0,3237.6,170.568509,0.0,767,783,339,255,189,0,0,0,0,0,2698,0.749999,0.769501,0.787747,0.784852,1.020715,2.576161,0.764204,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.447454,2,0,0.648189,1.774376,52.314286,0.243593,low,5292000.0,37800.0,134.9838,0.992857,0.794286,5578.668509,5713.652309,5713652.309
