policy_id,regime,seed,days,total_demand,completed_loads,unmet_demand,demand_fulfillment_rate,effective_output,total_tco,total_tco_report_value,pm_cost,cm_cost,downtime_cost,degradation_cost,unmet_demand_cost,pm_count,pm_component_count,pm_tire,pm_engine,pm_brake,cm_count,cm_tire,cm_engine,cm_brake,failure_count,total_downtime_hours,avg_truck_hi,avg_tire_hi,avg_engine_hi,avg_brake_hi,avg_frailty,max_frailty,availability_rate,route_r_a1_loads,route_r_a2_loads,route_r_b1_loads,route_r_b2_loads,route_r_c1_loads,route_r_c2_loads,shovel_a_loads,shovel_b_loads,shovel_c_loads,crusher_1_loads,crusher_2_loads,pm_bay_utilization,max_simultaneous_pm,standby_reserve_activations,avg_selected_route_value,avg_selected_risk_penalty,avg_selected_capacity_score,avg_selected_queue_penalty,shortfall_sensitivity,target_effective_output,effective_output_shortfall,effective_output_shortfall_cost,effective_fulfillment_rate,avg_grade_per_load,total_tco_v1,total_tco_v2,total_tco_v2_report_value,congestion_alpha,congestion_beta,congestion_cost_level,congestion_cost_per_hour,congestion_delay_hours_hard,congestion_cost_hard,total_tco_v3_hard,congestion_delay_hours_total,route_queue_hours_total,shovel_queue_hours_total,crusher_queue_hours_total,congestion_cost,total_tco_v3,total_tco_v3_report_value,soft_congestion_start,soft_congestion_alpha,soft_congestion_beta,congestion_delay_hours_soft,congestion_cost_soft,total_tco_v4_soft_congestion,total_tco_v4_soft_congestion_report_value,avg_realized_cycle_time_min,avg_base_cycle_time_min,avg_realized_cycle_time_hours,avg_base_cycle_time_hours,completed_loads_per_hour,route_hhi,max_route_share,max_route_utilization,max_shovel_utilization,max_crusher_utilization,route_fallback_loads,route_rejected_loads,route_r_a1_attempts,route_r_a2_attempts,route_r_b1_attempts,route_r_b2_attempts,route_r_c1_attempts,route_r_c2_attempts,shovel_a_attempts,shovel_b_attempts,shovel_c_attempts,crusher_1_attempts,crusher_2_attempts,guard_skip_count,fallback_to_h4_count,route_guard_violation_count,shovel_guard_violation_count,crusher_guard_violation_count,risk_guard_violation_count
H_TIME,heterogeneous_condition,101,90,18900,18900,0,1.0,5434975.0,8629.543999,8629543.999,3298.0,28.8,5145.6,157.143999,0.0,388,1164,388,388,388,3,3,0,0,3,4288,0.900236,0.910353,0.962533,0.962576,0.937723,2.4518,0.727796,4171,4150,4172,2171,2195,2041,8321,6343,4236,10538,8362,0.896296,2,0,0.653158,0.503646,47.728138,0.320488,base,5292000.0,0.0,0.0,1.027017,0.821614,8629.543999,8629.543999,8629543.999,1.0,2.0,base,0.5,1.536444,0.768222,8630.312221,1.536444,0.0,0.893837,0.642608,0.768222,8630.312221,8630312.221,0.85,0.1,2.0,27.813615,13.906807,8643.450806,8643450.806,24.904926,24.900048,0.415082,0.415001,8.75,0.183988,0.220741,0.810345,1.305556,1.252632,0,0,4171,4152,4173,2171,2195,2041,8323,6344,4236,10539,8364,0,0,0,0,0,0
H_TIME,heterogeneous_condition,102,90,18900,18899,1,0.999947,5432735.0,9022.119998,9022119.998,3298.0,201.6,5361.6,158.919998,2.0,388,1164,388,388,388,21,21,0,0,21,4468,0.727179,0.782506,0.92212,0.948933,0.873249,2.345799,0.724796,4154,4125,4157,2213,2200,2050,8279,6370,4250,10511,8388,0.896296,2,0,0.653072,0.763691,47.826691,0.31892,base,5292000.0,0.0,0.0,1.026594,0.821319,9022.119998,9022.119998,9022119.998,1.0,2.0,base,0.5,1.480474,0.740237,9022.860235,1.480474,0.0,0.86259,0.617884,0.740237,9022.860235,9022860.235,0.85,0.1,2.0,27.152736,13.576368,9035.696366,9035696.366,24.884924,24.880223,0.414749,0.41467,8.749537,0.183362,0.219959,0.810345,1.305556,1.252632,0,0,4156,4144,4157,2213,2200,2050,8300,6370,4250,10513,8407,0,0,0,0,0,0
H_TIME,heterogeneous_condition,103,90,18900,18899,1,0.999947,5433925.0,9684.685195,9684685.195,3298.0,480.0,5709.6,195.085195,2.0,388,1164,388,388,388,50,50,0,0,50,4758,0.691556,0.809611,0.814862,0.91372,0.992559,2.718937,0.719963,4144,4150,4159,2215,2198,2033,8294,6374,4231,10501,8398,0.896296,2,0,0.65297,1.120405,47.785107,0.319307,base,5292000.0,0.0,0.0,1.026819,0.821498,9684.685195,9684.685195,9684685.195,1.0,2.0,base,0.5,1.542957,0.771478,9685.456674,1.542957,0.0,0.916194,0.626763,0.771478,9685.456674,9685456.674,0.85,0.1,2.0,27.848597,13.924299,9698.609494,9698609.494,24.901888,24.896989,0.415031,0.41495,8.749537,0.183561,0.220065,0.810345,1.305556,1.252632,0,0,4167,4174,4159,2215,2198,2036,8341,6374,4234,10524,8425,0,0,0,0,0,0
H_TIME,heterogeneous_condition,104,90,18900,18900,0,1.0,5434765.0,8834.298707,8834298.707,3298.0,115.2,5253.6,167.498707,0.0,388,1164,388,388,388,12,12,0,0,12,4378,0.735236,0.810918,0.928859,0.894606,0.94391,2.700947,0.726296,4161,4159,4160,2179,2210,2031,8320,6339,4241,10531,8369,0.896296,2,0,0.653148,0.976886,47.745876,0.320024,base,5292000.0,0.0,0.0,1.026978,0.821582,8834.298707,8834.298707,8834298.707,1.0,2.0,base,0.5,1.538414,0.769207,8835.067914,1.538414,0.0,0.899315,0.639099,0.769207,8835.067914,8835067.914,0.85,0.1,2.0,27.83002,13.91501,8848.213717,8848213.717,24.905312,24.900429,0.415089,0.415007,8.75,0.183852,0.220159,0.810345,1.305556,1.252632,0,0,4166,4160,4161,2182,2210,2033,8326,6343,4243,10537,8375,0,0,0,0,0,0
H_TIME,heterogeneous_condition,105,90,18900,18900,0,1.0,5433610.0,9123.397136,9123397.136,3298.0,244.8,5404.8,175.797136,0.0,388,1164,388,388,388,21,12,9,0,21,4504,0.703419,0.837202,0.855409,0.911422,1.020715,2.576161,0.72413,4131,4154,4153,2223,2190,2049,8285,6376,4239,10474,8426,0.896296,2,0,0.652962,0.928894,47.843243,0.318429,base,5292000.0,0.0,0.0,1.026759,0.821407,9123.397136,9123.397136,9123397.136,1.0,2.0,base,0.5,1.454463,0.727231,9124.124368,1.454463,0.0,0.858433,0.59603,0.727231,9124.124368,9124124.368,0.85,0.1,2.0,26.821126,13.410563,9136.807699,9136807.699,24.900461,24.895844,0.415008,0.414931,8.75,0.183378,0.219788,0.810345,1.305556,1.242105,0,0,4144,4154,4153,2223,2193,2054,8298,6376,4247,10490,8431,0,0,0,0,0,0
H_TIME,heterogeneous_condition,106,90,18900,18900,0,1.0,5434520.0,8590.679998,8590679.998,3298.0,9.6,5121.6,161.479998,0.0,388,1164,388,388,388,1,1,0,0,1,4268,0.91003,0.922824,0.947223,0.966939,0.982959,2.36643,0.72813,4154,4153,4164,2194,2194,2041,8307,6358,4235,10512,8388,0.896296,2,0,0.653071,0.477551,47.775462,0.319618,base,5292000.0,0.0,0.0,1.026931,0.821545,8590.679998,8590.679998,8590679.998,1.0,2.0,base,0.5,1.487804,0.743902,8591.423899,1.487804,0.0,0.87166,0.616144,0.743902,8591.423899,8591423.899,0.85,0.1,2.0,27.240839,13.62042,8604.300417,8604300.417,24.904191,24.899468,0.41507,0.414991,8.75,0.183743,0.220317,0.810345,1.305556,1.242105,0,0,4154,4153,4164,2194,2194,2042,8307,6358,4236,10512,8389,0,0,0,0,0,0
H_TIME,heterogeneous_condition,107,90,18900,18900,0,1.0,5433505.0,9500.761458,9500761.458,3298.0,414.0,5613.6,175.161458,0.0,388,1164,388,388,388,43,42,0,1,43,4678,0.711841,0.799022,0.865756,0.940056,0.96149,2.78374,0.721278,4145,4139,4156,2219,2203,2038,8284,6375,4241,10504,8396,0.896296,2,0,0.653035,1.107143,47.821253,0.318853,base,5292000.0,0.0,0.0,1.026739,0.821392,9500.761458,9500.761458,9500761.458,1.0,2.0,base,0.5,1.497354,0.748677,9501.510135,1.497354,0.0,0.874579,0.622776,0.748677,9501.510135,9501510.135,0.85,0.1,2.0,27.355625,13.677812,9514.43927,9514439.27,24.892637,24.887884,0.414877,0.414798,8.75,0.183408,0.219894,0.810345,1.305556,1.252632,0,0,4152,4157,4161,2228,2206,2039,8309,6389,4245,10519,8424,0,0,0,0,0,0
H_TIME,heterogeneous_condition,108,90,18900,18899,1,0.999947,5430530.0,10554.226884,10554226.884,3298.0,864.0,6182.4,207.826884,2.0,388,1164,388,388,388,83,63,12,8,83,5152,0.692311,0.854127,0.841257,0.849987,1.128587,3.150683,0.713278,4110,4124,4157,2240,2234,2034,8234,6397,4268,10501,8398,0.896296,2,0,0.653176,1.068472,47.851544,0.318189,base,5292000.0,0.0,0.0,1.026177,0.820985,10554.226884,10554.226884,10554226.884,1.0,2.0,base,0.5,1.531624,0.765812,10554.992696,1.531624,0.0,0.872447,0.659176,0.765812,10554.992696,10554992.696,0.85,0.1,2.0,27.747348,13.873674,10568.100558,10568100.558,24.861439,24.856577,0.414357,0.414276,8.749537,0.182897,0.219959,0.827586,1.305556,1.263158,0,0,4165,4148,4159,2241,2234,2035,8313,6400,4269,10558,8424,0,0,0,0,0,0
H_TIME,heterogeneous_condition,109,90,18900,18900,0,1.0,5434065.0,8581.235284,8581235.284,3298.0,9.6,5121.6,152.035284,0.0,388,1164,388,388,388,1,1,0,0,1,4268,0.927711,0.928546,0.971647,0.967487,0.909119,2.084195,0.72813,4151,4162,4140,2193,2222,2032,8313,6333,4254,10513,8387,0.896296,2,0,0.653116,0.472405,47.791493,0.319165,base,5292000.0,0.0,0.0,1.026845,0.821476,8581.235284,8581.235284,8581235.284,1.0,2.0,base,0.5,1.499953,0.749977,8581.985261,1.499953,0.0,0.881848,0.618105,0.749977,8581.985261,8581985.261,0.85,0.1,2.0,27.362596,13.681298,8594.916582,8594916.582,24.902,24.897238,0.415033,0.414954,8.75,0.183556,0.220212,0.810345,1.305556,1.252632,0,0,4152,4162,4140,2193,2222,2032,8314,6333,4254,10514,8387,0,0,0,0,0,0
H_TIME,heterogeneous_condition,110,90,18900,18900,0,1.0,5433995.0,10108.415206,10108415.206,3298.0,667.2,5932.8,210.415206,0.0,388,1164,388,388,388,63,47,12,4,63,4944,0.651398,0.767207,0.798609,0.89454,1.167516,3.047173,0.716759,4130,4169,4149,2210,2208,2034,8299,6359,4242,10487,8413,0.896296,2,0,0.652982,1.301713,47.818752,0.3187,base,5292000.0,0.0,0.0,1.026832,0.821466,10108.415206,10108.415206,10108415.206,1.0,2.0,base,0.5,1.521841,0.760921,10109.176127,1.521841,0.0,0.900222,0.62162,0.760921,10109.176127,10109176.127,0.85,0.1,2.0,27.604804,13.802402,10122.217608,10122217.608,24.904968,24.900137,0.415083,0.415002,8.75,0.1835,0.220582,0.810345,1.305556,1.252632,0,0,4150,4178,4154,2220,2214,2047,8328,6374,4261,10518,8445,0,0,0,0,0,0
H1,heterogeneous_condition,101,90,18900,18900,0,1.0,4826430.0,3680.946547,3680946.547,1426.0,0.0,2126.4,128.546547,0.0,530,532,252,148,132,0,0,0,0,0,1772,0.500257,0.529428,0.564286,0.559325,0.937723,2.4518,0.777,18,0,3423,2139,5940,7380,18,5562,13320,9381,9519,0.2875,2,0,0.676335,1.517255,41.496931,0.417453,base,5292000.0,465570.0,3325.56651,0.912024,0.729619,3680.946547,7006.513057,7006513.057,1.0,2.0,base,0.5,503.57838,251.78919,7258.302247,503.57838,291.471977,142.853819,69.252584,251.78919,7258.302247,7258302.247,0.85,0.1,2.0,3389.542162,1694.771081,8701.284138,8701284.138,19.789093,18.190431,0.329818,0.303174,8.75,0.296858,0.390476,3.181818,2.5,2.210526,12351,0,18,0,0,0,18073,809,18,0,18882,18091,809,0,0,0,0,0,0
H1,heterogeneous_condition,102,90,18900,18900,0,1.0,4826325.0,3576.347403,3576347.403,1392.0,0.0,2060.4,123.947403,0.0,495,496,221,175,100,0,0,0,0,0,1717,0.469155,0.498333,0.517467,0.576606,0.873249,2.345799,0.77737,15,0,3786,1779,5940,7380,15,5565,13320,9741,9159,0.28287,2,0,0.677868,1.52147,40.982328,0.426219,base,5292000.0,465675.0,3326.316525,0.912004,0.729603,3576.347403,6902.663928,6902663.928,1.0,2.0,base,0.5,513.59837,256.799185,7159.463113,513.59837,299.138977,142.939567,71.519826,256.799185,7159.463113,7159463.113,0.85,0.1,2.0,3452.40835,1726.204175,8628.868103,8628868.103,19.745083,18.114612,0.329085,0.30191,8.75,0.300235,0.390476,3.181818,2.5,2.210526,12456,0,15,0,0,0,18190,695,15,0,18885,18205,695,0,0,0,0,0,0
H1,heterogeneous_condition,103,90,18900,18900,0,1.0,4826570.0,4210.888544,4210888.544,1627.0,0.0,2442.0,141.888544,0.0,580,582,244,196,142,0,0,0,0,0,2035,0.473079,0.515254,0.529149,0.543187,0.992559,2.718937,0.773056,22,0,3686,1872,5940,7380,22,5558,13320,9648,9252,0.336806,2,0,0.677463,1.564412,41.134815,0.42361,base,5292000.0,465430.0,3324.56649,0.91205,0.72964,4210.888544,7535.455034,7535455.034,1.0,2.0,base,0.5,532.321973,266.160987,7801.616021,532.321973,313.80101,142.746644,75.774319,266.160987,7801.616021,7801616.021,0.85,0.1,2.0,3570.720419,1785.36021,9320.815244,9320815.244,19.82698,18.137069,0.33045,0.302284,8.75,0.299094,0.390476,3.181818,2.5,2.210526,12603,0,22,0,0,0,18431,447,22,0,18878,18453,447,0,0,0,0,0,0
H1,heterogeneous_condition,104,90,18900,18900,0,1.0,4826395.0,3868.586039,3868586.039,1480.0,0.0,2257.2,131.386039,0.0,533,534,208,166,160,0,0,0,0,0,1881,0.477231,0.518947,0.565679,0.543569,0.94391,2.700947,0.775,17,0,3396,2167,5940,7380,17,5563,13320,9353,9547,0.3125,2,0,0.676218,1.546165,41.557249,0.416467,base,5292000.0,465605.0,3325.816515,0.912017,0.729614,3868.586039,7194.402554,7194402.554,1.0,2.0,base,0.5,501.478308,250.739154,7445.141708,501.478308,289.623913,142.881883,68.972512,250.739154,7445.141708,7445141.708,0.85,0.1,2.0,3374.262757,1687.131378,8881.533932,8881533.932,19.787755,18.19576,0.329796,0.303263,8.75,0.29668,0.390476,3.181818,2.5,2.210526,12307,0,17,0,0,0,17981,902,17,0,18883,17998,902,0,0,0,0,0,0
H1,heterogeneous_condition,105,90,18900,18900,0,1.0,4826465.0,4248.57614,4248576.14,1639.0,0.0,2468.4,141.17614,0.0,579,580,231,203,146,0,0,0,0,0,2057,0.47362,0.525395,0.564622,0.551265,1.020715,2.576161,0.772611,19,0,3560,2001,5940,7380,19,5561,13320,9519,9381,0.342361,2,0,0.67692,1.558669,41.340635,0.420174,base,5292000.0,465535.0,3325.316505,0.91203,0.729624,4248.57614,7573.892645,7573892.645,1.0,2.0,base,0.5,516.469238,258.234619,7832.127264,516.469238,301.362244,142.826268,72.280726,258.234619,7832.127264,7832127.264,0.85,0.1,2.0,3469.622291,1734.811145,9308.703791,9308703.791,19.801943,18.162359,0.330032,0.302706,8.75,0.297937,0.390476,3.181818,2.5,2.210526,12439,0,19,0,0,0,18199,682,19,0,18881,18218,682,0,0,0,0,0,0
H1,heterogeneous_condition,106,90,18900,18900,0,1.0,4826185.0,4121.62835,4121628.35,1588.5,0.0,2395.2,137.92835,0.0,552,557,214,202,141,0,0,0,0,0,1996,0.476464,0.494479,0.545721,0.534416,0.982959,2.36643,0.773222,11,0,3537,2032,5940,7380,11,5569,13320,9488,9412,0.334722,2,0,0.6768,1.568983,41.424921,0.41885,base,5292000.0,465815.0,3327.316545,0.911978,0.729582,4121.62835,7448.944895,7448944.895,1.0,2.0,base,0.5,510.612853,255.306427,7704.251321,510.612853,296.695416,143.061293,70.856144,255.306427,7704.251321,7704251.321,0.85,0.1,2.0,3433.165273,1716.582636,9165.527531,9165527.531,19.786074,18.165081,0.329768,0.302751,8.75,0.297829,0.390476,3.181818,2.5,2.210526,12407,0,11,0,0,0,18139,750,11,0,18889,18150,750,0,0,0,0,0,0
H1,heterogeneous_condition,107,90,18900,18900,0,1.0,4826395.0,3809.257481,3809257.481,1478.0,0.0,2199.6,131.657481,0.0,545,546,254,160,132,0,0,0,0,0,1833,0.459783,0.491685,0.561245,0.602771,0.96149,2.78374,0.776111,17,0,3785,1778,5940,7380,17,5563,13320,9742,9158,0.298611,2,0,0.67787,1.532087,40.985132,0.426172,base,5292000.0,465605.0,3325.816515,0.912017,0.729614,3809.257481,7135.073996,7135073.996,1.0,2.0,base,0.5,530.480755,265.240377,7400.314374,530.480755,312.289241,142.881883,75.309631,265.240377,7400.314374,7400314.374,0.85,0.1,2.0,3559.368339,1779.684169,8914.758166,8914758.166,19.799393,18.115328,0.32999,0.301922,8.75,0.300204,0.390476,3.181818,2.5,2.210526,12600,0,17,0,0,0,18416,467,17,0,18883,18433,467,0,0,0,0,0,0
