policy_id,pm_direct_cost_mean,pm_downtime_cost_mean,tire_life_degradation_cost_mean,target_shortfall_cost_mean,total_cost_mean,pm_count_mean,downtime_hours_mean,queue_cost_mean,failure_cost_mean
H0,520.8333333333334,625.0,17.48133333333332,695.3333333333334,1858.648,416.6666666666667,1250.0,,
H1,200.66666666666666,240.66666666666666,9.19800000000032,6612.0,7062.531333333333,160.66666666666666,481.3333333333333,,
H2,402.6666666666667,483.0,15.040666666666766,2438.6666666666665,3339.374,322.3333333333333,966.0,,
H3,605.8333333333334,715.6666666666666,17.915333333333365,385.3333333333333,1724.7486666666666,496.0,1431.3333333333333,,
H4,200.66666666666666,240.66666666666666,9.19800000000032,6612.0,7062.531333333333,160.66666666666666,481.3333333333333,,
